Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description",Sector,Main activity,Description in Original language,Description in English,Website,Operating result [=EBIT] mEUR 2021,Operating result [=EBIT] mEUR 2020,Operating result [=EBIT] mEUR 2019,Turnover mEUR 2021,Turnover mEUR 2020,Turnover mEUR 2019,Availability of financial data,2 years of consecutive losses,Average loss over 3 years,Additional Websites,Meta Title,Meta Description,Meta Keywords,Additional Meta Title,Additional Meta Description,Additional Meta Keywords,Translated Meta Title,Translated Meta Description,Translated Additional Meta Title,Translated Additional Meta Description
NIKOLAOS P. SAKELLARIS S.A.,GR,Grèce,ATHENS,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,,"Representation, imports and trade of anatomic shoes (sales also via internet)",www.sakellaris.gr,4,2,3,13,8,11,YES,NO,NO,,Ανατομικά Σακελλάρη  | Sakellaris.gr,"Tο 1985 ο ιδρυτής της εταιρείας μας Νικόλαος Σακελλάρης ξεκίνησε την επαγγελματική του δραστηριότητα στον χώρο των ανατομικών υποδημάτων μέσα από το ιστορικό κατάστημα της  οδού Ερμού στη πλατεία Συντάγματος.
Έκτοτε με σταθερά βήματα κατακτήσαμε την Ελληνική αγορά προσφέροντας στους πελάτες μας τις κορυφαίες φίρμες ανατομικών υποδημάτων όπως Birkenstock,Gabor, Mephisto,Donna Serena κ.ο.κ. που υπάρχουν στα ευρωπαϊκά καταστήματα.
Επενδύοντας συνεχώς στην υψηλή ποιότητα με σύγχρονο design και τεχνογνωσία απευθυνόμαστε σε εκείνους που θέλουν ή χρειάζονται να φορούν ότι πιο κομψό και αναπαυτικό κυκλοφορεί στην Ευρωπαϊκή αγορά, προσπαθώντας να τηρούμε την ορθολογικότερη αναλογία ποιότητας - τιμής.",,,,,Anatomically Sakellaris Sakellariis.gr,"In 1985, the founder of our company Nikolaos Sakellaris began his professional activity in the area of ​​anatomical footwear through the historic store on Ermou Street on Syntagma Square.
Since then we have won the Greek market by offering our customers the top anatomical footwear brands such as Birkenstock, Gabor, Mephisto, Donna Serena and so on. available in European stores.
By constantly investing in high quality with modern design and know -how, we address those who want or need to wear the most elegant and comfortable circulating on the European market, trying to adhere to the more rational rationale for quality - price.",,
FILNUM S.P.A.,IT,Italie,PARMA,GALLERIA POLIDORO 2/C,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the professional operator in the gold trade,Wholesale,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,Engaged in the professional operator in the gold trade [source: Bureau van Dijk],www.filnum.it,0,0,0,13,17,16,YES,NO,NO,,FILNUM: operatore professionale commercio in oro. Monete e lingotti in metalli preziosi per investimento.,"Filnum investimento: vendita online di monete (sterline, marenghi, krugerrand, ecc.) e lingotti in oro per investimento.","FILNUM, oro, investimento, monete, lingotti, bullion, sterline, marenghi, once, argento, diamanti",,,,Filnum: professional gold trade operator. Coins and bars in precious metals for investment.,"Filnum Investment: Online sale of coins (pounds, Marenghi, Krugerrand, etc.) and gold ingotes for investment.",,
LOSCHI SRL,IT,Italie,TREVISO,VIA MARTIRI DELLA LIBERTA' 10,4771,Commerce de détail d'habillement en magasin spécialisé,Operates as a clothing store,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Operates as a clothing store [source: Bureau van Dijk],loschiboutique.com,1,0,0,13,12,12,YES,NO,NO,www.loschiboutique.com,"Abbigliamento Loschi Boutique: Borse, Scarpe, Accessori - Loschi Boutique","Acquista da Loschi Boutique il tuo brand preferito. Abbigliamento, scarpe, accessori, borse donna e abbigliamento uomo dei migliori brand: Gucci, Dolce e Gabbana, Versace, Fendi...",,"Abbigliamento Loschi Boutique: Borse, Scarpe, Accessori - Loschi Boutique","Acquista da Loschi Boutique il tuo brand preferito. Abbigliamento, scarpe, accessori, borse donna e abbigliamento uomo dei migliori brand: Gucci, Dolce e Gabbana, Versace, Fendi...",,"Loschi Boutique clothing: bags, shoes, accessories - shady boutiques","Buy your favorite brand from Loschi Boutique. Clothing, shoes, accessories, women's bags and men's clothing from the best brands: Gucci, Dolce and Gabbana, Versace, Fendi ...","Loschi Boutique clothing: bags, shoes, accessories - shady boutiques","Buy your favorite brand from Loschi Boutique. Clothing, shoes, accessories, women's bags and men's clothing from the best brands: Gucci, Dolce and Gabbana, Versace, Fendi ..."
GROUP 88 NUF,NO,Norvège,OSLO,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,GROSSIST DETALJIST LÆRVARER.,,group88.dk,1,0,0,13,11,12,YES,NO,NO,,Group 88 – The Preferred Partner in Luxury,,,,,,Group 88 – The Preferred Partner in Luxury,,,
YAR,RU,Fédération de Russie,KRASNOYARSK,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing in specialised stores,Retail,,Engaged in the retail sale of clothing in specialised stores [source: Bureau van Dijk],,2,0,1,13,8,13,YES,NO,NO,,,,,,,,,,,
GLOBUS CONFEZIONI S.P.A.,IT,Italie,BOLZANO,PIAZZA DEL MUNICIPIO 4/A,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing and related accessories,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the retail trade of clothing and related accessories [source: Bureau van Dijk],www.globus-mode.it,0,-1,0,13,9,15,YES,NO,YES,www.globus-mode.com,,,,Mode für mich - Globus Mode | Bozen | Meran | Brixen | Bruneck,"globus Mode. Mode für mich. In unseren 4 Filialen in Bozen, Meran, Brixen und Bruneck findest du trendige Mode für Dich. Ob Jung oder Junggeblieben, nutze unseren Personal Shopping Service oder freu' dich einfach nur über unser unschlagbares Preis-/Leistungsverhältnis.",,,,Fashion for me - Globus Mode | Bozen | Merano | Brixen | Bruneck,"Globus fashion. Fashion for me. In our 4 branches in Bolzano, Merano, Brixen and Bruneck you will find trendy fashion for you. Whether young or young, use our staff shopping service or are just looking forward to our unbeatable price/performance ratio."
LAATUKORU OY,FI,Finlande,HYVINKAA,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail sale of jewelry products and other valuable goods in Finland,Retail,"Yhtiön toimialana on kello- ja kultasepänalan kauppa ja valmistustoiminta sekä kaikki niihin liittyvä toiminta. Yhtiö voi harjoittaa käytettyjen tavaroiden osto-, myynti- ja välitysliiketoimintaa. Yhtiö voi myös omistaa ja hallita kiinteistöjä sekä vuokrata niissä sijaitsevia huoneistoja ulkopuolisille. Lisäksi yhtiö voi käydä arvopaperikauppaa ja harjoittaa sijoitustoimintaa. Yhtiö voi antaa vakuuksia ja takauksia muiden yhtiöiden ja henkilöiden veloista ja vastuista.","Yhtion toimialana on kello- ja kultasepanalan kauppa ja valmistustoiminta seka kaikki niihin liittyva toiminta. Yhtio voi harjoittaa kaytettyjen tavaroiden osto-, myynti- ja valitysliiketoimintaa. Yhtio voi myos omistaa ja hallita kiinteistoja seka vuokrata niissa sijaitsevia huoneistoja ulkopuolisille. Lisaksi yhtio voi kayda arvopaperikauppaa ja harjoittaa sijoitustoimintaa. Yhtio voi antaa vakuuksia ja takauksia muiden yhtioiden ja henkiloiden veloista ja vastuista.",www.laatukoru.fi,0,0,0,12,10,9,YES,NO,NO,,Timanttisormukset - Kihlasormukset - Vihkisormukset - Laatukoru,"Tuhansien tuotteiden valikoima sormuksia, koruja, kelloja, älykelloja ja lahjatavaroita. 30 päivän vaihto- ja palautusoikeus. Tutustu verkkokauppaan.",,,,,Diamond rings - engagement rings - wedding rings - quality jewelry,"Thousands of products selection of rings, jewelry, watches, smart watches and gift items. 30-day exchange and return policy. Check out the online store.",,
"BUDMIL PRODUCTION, TRADE AND SERVICE PRIVATE COMPANY LIMITED BY SHARES",HU,Hongrie,BUDAPEST,,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the wholesale distribution of clothing, footwear, and leather goods for men, women, and children",Wholesale,,"Engaged in the wholesale distribution of clothing, footwear, and leather goods for men, women, and children [source: Bureau van Dijk]",www.budmil.eu,2,1,1,13,9,10,YES,NO,NO,budmil.eu,"budmil webáruháza: táskák, ruházati termékek és kiegészítők széles választékban!","Vásárolj minőségi, divatos ruhákat, táskákat és cipőket a budmil webáruházb széles kínálatából! Válaszd a stílust és a minőséget!","budmil termékek: táska, hátitáska, iskolatáska, oldaltáska, sporttáska, utazótáska, övtáska, neszesszer, tornazsák, tolltartó, levéltárca, kulcstartó, T-shirt, póló, ing, pamut felső, pamut alsó, nadrág, szabadidőruha, jogging, melegítő, mellény, pulóver, pulcsi, kötött pulóver, kardigán, kabát, dzseki, sapka, esernyő, törölköző, úszószemüveg, úszósapka, fürdőköntös, sportruházat; sportos ruházat","budmil webáruháza: táskák, ruházati termékek és kiegészítők széles választékban!","Vásárolj minőségi, divatos ruhákat, táskákat és cipőket a budmil webáruházb széles kínálatából! Válaszd a stílust és a minőséget!","budmil termékek: táska, hátitáska, iskolatáska, oldaltáska, sporttáska, utazótáska, övtáska, neszesszer, tornazsák, tolltartó, levéltárca, kulcstartó, T-shirt, póló, ing, pamut felső, pamut alsó, nadrág, szabadidőruha, jogging, melegítő, mellény, pulóver, pulcsi, kötött pulóver, kardigán, kabát, dzseki, sapka, esernyő, törölköző, úszószemüveg, úszósapka, fürdőköntös, sportruházat; sportos ruházat","Budmil webshop: Bags, clothing products and accessories in a wide selection!","Buy quality, fashionable clothes, bags and shoes from a wide range of Budmil webshop! Choose the style and quality!","Budmil webshop: Bags, clothing products and accessories in a wide selection!","Buy quality, fashionable clothes, bags and shoes from a wide range of Budmil webshop! Choose the style and quality!"
BIKBOK OY,FI,Finlande,HELSINKI,,4771,Commerce de détail d'habillement en magasin spécialisé,Primarily engaged in the retail sale of clothing and fashion items,Retail,Bolaget ska driva handelsrörelse inom konfektion jämte annan därmed förenlig verksamhet.,Bolaget ska driva handelsrorelse inom konfektion jamte annan darmed forenlig verksamhet.,www.bikbok.com,-1,-3,-3,13,11,14,YES,YES,,,Just a moment...,,,,,,Just a moment...,,,
CROSS POLAND SP. Z O.O.,PL,Pologne,ZAKRET,,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the wholesale trade of wearing apparel, accessories and other textile products",Wholesale,,"Engaged in the wholesale trade of wearing apparel, accessories and other textile products [source: Bureau van Dijk]",www.crossjeans.pl,1,0,1,13,12,12,YES,NO,NO,,"Sklep z jeansami, odzież jeansowa online - sklep Cross Jeans","Oficjalny sklep internetowy Cross Jeans. Modne jeansy, ubrania, obuwie i dodatki na każdą okazję. Kupuj wygodnie online. Darmowa dostawa przy zakupach powyżej 200 zł!",,,,,"Jeans shop, Online Denim Clothing - Cross Jeans store","Official online store Cross Jeans. Fashionable jeans, clothes, footwear and accessories for every occasion. Buy conveniently online. Free delivery when purchasing over PLN 200!",,
LLC BRAND OUTLET,RU,Fédération de Russie,MOSCOW,"UL. MOLODOGVARDEISKAYA D. 2, K. 3, KV. 71",4771,Commerce de détail d'habillement en magasin spécialisé,,,"???????? ???????, ??????, ???????? ??? ????.","Trade in clothing, footwear, household goods.",wossoutlet.com,1,0,0,13,8,12,YES,NO,NO,,,,,,,,,,,
FERNER JACOBSEN AKTIESELSKAP,NO,Norvège,OSLO,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing apparels,Retail,"HANDEL SAMT HVA HERMED STÅR I FORBINDELSE, HERUNDER Å DELTA I ANDRE SELSKAP MED ØKONOMISK FORMÅL.",Engaged in the retail trade of clothing apparels [source: Bureau van Dijk],,1,0,1,12,10,11,YES,NO,NO,,,,,,,,,,,
RECMAN SP. Z O.O.,PL,Pologne,SUWALKI,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the wholesale trade of clothing and footwear products,Wholesale,,Engaged in the wholesale trade of clothing and footwear products [source: Bureau van Dijk],www.recman.pl,1,-1,0,12,10,16,YES,NO,NO,,Recman - nowoczesna elegancja - moda męska Recman,"Nowoczesna elegancja od Recman - polskiej marki odzieżowej z ponad 30-letnim doświadczeniem w krawiectwie męskim. Odwiedź nasz sklep online - wysyłka w 24h, 30 dni na zwrot.","garnitury, odzież męska",,,,Recman - Modern elegance - Recman male fashion,"Modern elegance from Recman - a Polish clothing brand with over 30 years of experience in male tailoring. Visit our online store - shipping in 24h, 30 days to return.",,
JS GROUP,RU,Fédération de Russie,MOSCOW,"PR-KT VOLGOGRADSKII D. 42, K. 23",4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in selling pantyhose and underwear,Retail,"?????????, ??????? ????????: ????????, ?????? ?????, ???????-???????? ???????.",Engaged in selling pantyhose and underwear [source: Bureau van Dijk],js-company.ru,1,1,2,12,12,19,YES,NO,NO,www.js-company.ru,,,,,,,,,,
SARL MAILLOCHON,FR,France,LIMOGES,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail of clothing,Retail,,Engaged in the retail of clothing [source: Bureau van Dijk],www.imajeans.fr,1,0,0,12,9,11,YES,NO,NO,,"Spécialiste du jean Levis, Lee, Wrangler, Salsa  - IMAJEANS.FR","Découvrez sur imajeans.fr en avant première les dernières collections des marques de jeans.
Nous vous proposons le meilleur de la mode à tarif très avantageux, frais de port offert dès 50€ d'achat et retour gratuit.","jean levis, jean lee cooper, jean homme, jean femme, jean de marque, jean wrangler, jean lee, jean garcia, jean free soul, teddy smith, meltin pot, lee cooper, pull, dufflecoat, levi's, manteau",,,,"Specialist in Jean Levis, Lee, Wrangler, Salsa - Imajeans.fr","Discover on Imajeans.fr in preview the last collections of jeans brands.
We offer you the best of fashion at very advantageous price, shipping costs offered from € 50 purchase and free return.",,
MANGO HAUSSMANN,FR,France,PARIS,,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the wholesale and retail trade of apparel, accessories and other textile products",Wholesale; Retail,"Acquisition et gestion de toutes valeurs mobilières , prise de participations ou d'intérêts sous quelque forme que ce soit dans toutes sociétés et généralement toutes opérations quelconques se rapportant, directement ou indirectement, à l'objet précité. Achat, vente en gros, en demi-gros et au détail de tous articles textiles, vêtements confectionnés et articles chaussants, bonneterie, linge de maison, nouveautés, accessoires d'habillement, maroquinerie. Tous articles d'ameublement et de décoration et tous produits d'entretien.","Engaged in the wholesale and retail trade of apparel, accessories and other textile products [source: Bureau van Dijk]",www.mango.com,1,-2,1,12,9,17,YES,NO,YES,,Mango,"Discover the latest trends in Mango fashion, footwear and accessories. Shop the best outfits for this season at our online store.",,,,,Mango,"Discover the latest trends in Mango fashion, footwear and accessories. Shop the best outfits for this season at our online store.",,
"VESNA, A.S.",CZ,République tchèque,CEPERKA,,4751,Commerce de détail de textiles en magasin spécialisé,Engaged in the wholesale of textile products. It is a privately held company based in Czech Republic,Wholesale,,Engaged in the wholesale of textile products. It is a privately held company based in Czech Republic [source: Bureau van Dijk],www.vesna.cz,0,0,0,12,11,12,YES,NO,NO,www.ivesna.cz,VESNA | Bytový textil a vybavení interiérů pro spokojené bydlení,"Jsme VESNA a chceme, abyste se cítili kdekoli jako doma. Prodáváme bytový textil, podlahy a vybavení domácností na e-shopu i ve více než 50 prodejnách.",,VESNA | Bytový textil a vybavení interiérů pro spokojené bydlení,"Jsme VESNA a chceme, abyste se cítili kdekoli jako doma. Prodáváme bytový textil, podlahy a vybavení domácností na e-shopu i ve více než 50 prodejnách.",,Vesna | Home textiles and interior equipment for happy housing,"We are Vesna and we want you to feel anywhere at home. We sell home textiles, floors and household equipment on e-shop and in more than 50 stores.",Vesna | Home textiles and interior equipment for happy housing,"We are Vesna and we want you to feel anywhere at home. We sell home textiles, floors and household equipment on e-shop and in more than 50 stores."
