,Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description ",Sector,Main activity,Description in Original language,Description in English,Website,"Operating result [=EBIT]
mEUR 2021","Operating result [=EBIT]
mEUR 2020","Operating result [=EBIT]
mEUR 2019","Turnover
mEUR 2021","Turnover
mEUR 2020","Turnover
mEUR 2019",Availability of financial data,2 years of consecutive losses,Average loss over 3 years
341,AKCAN TOPTAN VE PERAKENDE EV TEKSTILI TUHAFIYE YUN IPLIK ITHALAT IHRACAT SANAYI VE TICARET,TR,Turquie,MAMAK,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing apparels,Retail,,"Subject is involved in wholesale and retail trade of home textile and haberdashery products such as wool & yarn, duvet cover sets, blankets, sleeping sets, quilts, pillow, socks, underwear, bathrobes, pyjamas, buttons, etc.",www.akcan.com.tr,1,1,1,7,8,11,YES,NO,NO
342,DEDICATED SWEDEN AB,SE,Suède,STOCKHOLM,ALSTAVIKSVAGEN 3,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Föremålet för bolagets verksamhet är handel med kläder,bijouterier, sportartiklar och liknande varor, förvaltning av ochhandel med värdepapper och därmed förenlig verksamhet.","Foremalet for bolagets verksamhet ar handel med klader,bijouterier, sportartiklar och liknande varor, forvaltning av ochhandel med vardepapper och darmed forenlig verksamhet.",www.tshirtstoreonline.com/sv/start,0,0,0,7,5,4,YES,NO,NO
343,EMPORIO GIGLIO CALZATURE ED ABBIGLIAMENTO SOCIETA' A RESPONSABIL TA' LIMITATA S.R.L. IN SIGLA EMPORIO GIGLIO S.R.L.,IT,Italie,COSENZA,PIAZZA PRIMO MAGGIO 11/12,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the operation and management of shoe stores,Retail,COMMERCIO AL DETTAGLIO E ONLINE DI CALZATURE E ACCESSORI,Engaged in the operation and management of shoe stores [source: Bureau van Dijk],www.giglioluxury.com,0,0,0,7,6,7,YES,NO,NO
344,"PETIT PIED - COMERCIO DE CALCADO, VESTUARIO E ACESSORIOS, LDA",PT,Portugal,BARREIRO,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,"Comércio a retalho, importação e exportação de calçado e outros artigos de couro, vestuário para criança e adulto e outros acessórios de uso pessoal. Representação de marcas de calçado, vestuário e acessórios. Atividades de arrendamento e exploração de bens imobiliários. Exploração turística de unidades de alojamento",,www.petitpied.pt,0,0,0,7,6,9,YES,NO,NO
345,VESCHETTI GIOIELLI S.R.L.,IT,Italie,BRESCIA,CORSO MAGENTA 27/E,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,"www.veschetti.it
www.veschetti.com",1,0,0,7,5,6,YES,NO,NO
346,ZHAKKARD,RU,Fédération de Russie,MOSCOW,,4751,Commerce de détail de textiles en magasin spécialisé,Engaged in the retail distribution of ready-made clothing,Retail,,Engaged in the retail distribution of ready-made clothing [source: Bureau van Dijk],www.gakkard.ru,0,0,0,7,5,8,YES,NO,NO
347,PUNTO SCARPE S.R.L.,IT,Italie,SONA,VIA DEL COMMERCIO 1,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail distribution of footwear products and accessories,Retail,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,Engaged in the retail distribution of footwear products and accessories [source: Bureau van Dijk],www.puntoscarperovato.com,1,1,1,7,5,6,YES,NO,NO
348,VENDRELL JOYERO SL,ES,Espagne,BARCELONA,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the buying, selling and distribution of all kinds of jewelry and watches",Retail,Explotación y gestión de joyería.,"Engaged in the buying, selling and distribution of all kinds of jewelry and watches [source: Bureau van Dijk]",www.unionsuiza.com,1,0,0,7,6,7,YES,NO,NO
349,BOSIO FASHION SRL,IT,Italie,SOVERE,VIA PAPA GIOVANNI PAOLO I 9,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,,"www.bosioabbigliamento.it
www.bosiofashion.it",0,0,0,7,4,6,YES,NO,NO
350,VESTIRE RAMONDA S.R.L.,IT,Italie,SAN DONA DI PIAVE,VIA EZIO VANONI 8,4771,Commerce de détail d'habillement en magasin spécialisé,Industrial company engaged in the operation and management of a chain of family clothing and accessories stores principally in Italy,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Industrial company engaged in the operation and management of a chain of family clothing and accessories stores principally in Italy [source: Bureau van Dijk],www.sorelleramonda.com,0,0,0,7,5,7,YES,NO,YES
351,COPPO GIAN PIERO S.R.L.,IT,Italie,MILANO,VIA DANTE ALIGHIERI 69,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,www.coppogioielli.it,1,0,0,6,5,4,YES,NO,NO
352,META SP. Z O.O. SP.K.,PL,Pologne,OLSZANY,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale of footwear and leather goods,Retail,,Engaged in the retail sale of footwear and leather goods [source: Bureau van Dijk],www.meta.com.pl,0,0,0,6,6,8,YES,NO,NO
353,SCHUHHAUS ROBERS GMBH & CO. KG,DE,Allemagne,STADTLOHN,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,"Eingetragener Gegenstand:
Handel mit Schuhen sowie Schuhpflegeartikeln, Accessoires wie Taschen, Gürtel oder Socken.
Tatsächlicher Gegenstand:
Laut Eigenangaben wird der Geschäftsbetrieb zum 31.12.2022 eingestellt. Die Filialen wurden zum 01.07.2022 an die Pettrup GmbH & Co. KG, Schusterstr. 11, Olfen verkauft.",,www.robers-schuhe.de,n.d.,n.d.,n.d.,6,7,8,NO,NO,#DIV/0!
354,MICHAEL SANDSTROM AKTIEBOLAG,SE,Suède,VIMMERBY,STORA TORGET 4,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing apparels,Retail,Bolaget skall bedriva herr- och damkonfektionsrörelse jämtedärmed förenlig verksamhet.,Bolaget skall bedriva herr- och damkonfektionsrorelse jamtedarmed forenlig verksamhet.,www.michaelsandstrom.se,0,0,0,6,7,10,YES,NO,NO
